,Network Id,Retailer LocId,Retailer Location Name,Agency #,Activation Start Date,Activation End Date,Vacation Start1,Vacation End1,Vacation Start2,Vacation End2,Vacation Start3,Vacation End3,Vacation Start4,Vacation End4,Holiday1,Holiday2,Holiday3,Holiday4,Location Address,Location City,Location Region,Location Postalcode,Location Phone,Location Email,Location Direction,Working Days,Opening Hr Day1,Opening Hr Day2,Opening Hr Day3,Opening Hr Day4,Opening Hr Day5,Opening Hr Day6,Opening Hr Day7,Opening Hrs Holiday,Lattitude,Longitude,Is Active,Last Update,Unique Key,Location Address2
,FRMRS,98485,ROSE PUDDING,6068,4-12-2015,,,,,,,,,,15-2-2016,16-2-2016,17-2-2016,,AVENUE DE BORDEAUX,LE TEICH,,33470,,,SUR LE PARKING DU SUPER U,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:30 - 12:30,15:00 - 19:00","09:30 - 12:30,15:00 - 19:00","09:30 - 12:30,15:00 - 19:00","09:30 - 12:30,15:00 - 19:00","09:30 - 12:30,15:00 - 19:00",,"44,6229301","-1,0256875",Y,01-MAR-16 10.47.59.129505000 AM,BC6AA6AE13611A95644835816A146688,PARKING DE SUPER U
,FRMRS,98493,CORA NANCY HOUDEMONT S.A.V,7170,22-10-2012,,,,,,,,,,3-4-2015,,,16-8-2013,ROUTE DEPARTEMENTALE 570,HOUDEMONT,,54180,,,ENTREE PORTE 3 FRERES DAUM     EN FACE DU MAGASIN ORANGE,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","09:00 - 20:00,00:00 - 00:00","09:00 - 20:00,00:00 - 00:00","09:00 - 20:00,00:00 - 00:00","09:00 - 20:00,00:00 - 00:00","09:00 - 20:00,00:00 - 00:00","09:00 - 20:00,00:00 - 00:00",,"48,640675","6,1835446",Y,01-MAR-16 10.47.59.129505000 AM,A37276092FC5938476B6B100BA1C99AE,
,FRMRS,98507,ENTR -OUVERT MENUISERIE ALU,2542,24-3-2014,,17-12-2015,3-1-2016,,,,,,,,,,,25 RUE DE L ETAIN,SAVIGNY LE TEMPLE,,77176,,,,"Mon,Tue,Wed,Thu,Fri","00:00 - 00:00,00:00 - 00:00","09:00 - 12:00,14:00 - 18:00","09:00 - 12:00,14:00 - 18:00","09:00 - 12:00,14:00 - 18:00","09:00 - 12:00,14:00 - 18:00","09:00 - 12:00,14:00 - 17:30","00:00 - 00:00,00:00 - 00:00",,"48,5903153","2,5885619",Y,01-MAR-16 10.47.59.129505000 AM,F44E120A89031E947B1A521DC50756A7,
,FRMRS,98515,AU PETIT TONNEAU,6068,28-1-2016,,,,,,,,,,,,,,180 LES BAINS NORD,LAGLORIEUSE,,40090,,,CENTRE BOURG,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","06:30 - 14:00,00:00 - 00:00","06:30 - 14:00,00:00 - 00:00","06:30 - 14:00,16:00 - 20:00","06:30 - 14:00,16:00 - 20:00","06:30 - 14:00,16:00 - 20:00","06:30 - 14:00,16:00 - 20:00","06:30 - 14:00,16:00 - 20:00",,"43,8683296","-0,4048419",Y,01-MAR-16 10.47.59.284835000 AM,E00F4BD8F62025AFB22B298E25F83891,
,FRMRS,98523,LE COMMERCE,6556,16-10-2014,,2-1-2016,2-1-2016,,,,,,,2-1-2015,3-1-2015,31-3-2015,,29 RUE ALBERT FEREY,SAINT SAUVEUR LE VICOMTE,,50390,,,,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","06:00 - 20:00,00:00 - 00:00","06:00 - 20:00,00:00 - 00:00","06:00 - 20:00,00:00 - 00:00","06:00 - 20:00,00:00 - 00:00","06:00 - 20:00,00:00 - 00:00","06:00 - 20:00,00:00 - 00:00",,"49,3855569","-1,5297335",Y,01-MAR-16 10.47.59.284835000 AM,06FF96EE6B0B9086FADB1B8F009BC234,
,FRMRS,98558,TABAC WAECHTER,7374,14-11-2003,,27-12-2015,10-1-2016,,,,,,,25-3-2016,,,26-12-2016,41 RUE DU GENERAL DE GAULLE,DRUSENHEIM,,67410,,,EN FACE BOULANGERIE,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","07:00 - 12:15,13:15 - 18:30","07:00 - 12:15,13:15 - 18:30","07:00 - 12:15,13:15 - 18:30","07:00 - 12:15,00:00 - 00:00","07:00 - 12:15,13:15 - 18:30","07:00 - 12:15,13:15 - 17:00",,"48,764675","7,9502115",Y,01-MAR-16 10.47.59.284835000 AM,4046E7C052FD11C500B5FEB08BD9143F,
,FRMRS,98566,ALPES CUISINE MENAGER BOUCHET,2216,3-11-2013,,,,,,,,,,16-8-2014,,,,33 AVENUE GAL CARTIER - BISSY,COGNIN,,73160,,,QUARTIER BISSY,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,14:00 - 18:00","09:00 - 12:00,00:00 - 00:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 19:00","09:30 - 12:00,00:00 - 00:00",,"45,5752695","5,9001518",Y,01-MAR-16 10.47.59.284835000 AM,94B86C9C2CF8B1BFBFEB38B657B99AEC,BISSY
,FRMRS,98582,TABAC CADEAUX MASSE,6769,15-5-2010,,,,,,,,,,2-10-2013,2-11-2013,,16-8-2013,22 GRANDE RUE,LE MONTET,,3240,,,RUE PRINCIPALE,"Tue,Wed,Thu,Fri,Sat","08:00 - 12:30,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","07:30 - 19:30,00:00 - 00:00","07:30 - 19:30,00:00 - 00:00","07:30 - 19:30,00:00 - 00:00","07:30 - 19:30,00:00 - 00:00","07:30 - 19:30,00:00 - 00:00",,"46,422413","3,066975",Y,01-MAR-16 10.47.59.284835000 AM,4C432C81893BA26DDF941618FEC9388D,
,FRMRS,98604,NETTO,6769,14-11-2011,,,,,,,,,,2-11-2013,31-3-2015,,16-8-2013,136 ROUTE DE LYON,YZEURE,,3400,,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","09:00 - 12:00,00:00 - 00:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 19:00",,"46,546684","3,340938",Y,01-MAR-16 10.47.59.284835000 AM,9AEF8DDF3346056048676D9E664BD406,
,FRMRS,98639,EPICERIE DE LIERGUES,7153,28-10-2015,,,,,,,,,,,,,,28 RUE DU CHATEAU DE L'ECLAIR,LIERGUES,,69400,,,,"Sun,Tue,Wed,Thu,Fri,Sat","07:30 - 12:30,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","07:30 - 12:30,15:00 - 19:30","07:30 - 12:30,15:00 - 19:30","07:30 - 12:30,15:00 - 19:30","07:30 - 12:30,15:00 - 19:30","07:30 - 12:30,15:00 - 19:00",,"45,9698474","4,6640235",Y,01-MAR-16 10.47.59.284835000 AM,C29225100C7FD6C6EC0FA8297636BE8B,
,FRMRS,98647,L'ART DU FIL,7374,3-12-2014,,28-1-2016,31-1-2016,,,15-2-2016,20-2-2016,,,25-3-2016,,,26-12-2016,4 RUE DE LA FONTAINE,WINGERSHEIM,,67170,,,RUE A L'ANGLE DU MAGASIN DE CH AUSSURES FRITSCH,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:00 - 12:00,14:00 - 18:00","09:00 - 11:00,00:00 - 00:00","09:00 - 12:00,14:00 - 18:00","09:00 - 12:00,14:00 - 18:00","09:00 - 12:00,00:00 - 00:00",,"48,7231853","7,6369211",Y,01-MAR-16 10.47.59.284835000 AM,D4AC59D0BD41E71996FB5BAEFFB426ED,
,FRMRS,98655,TABAC PRESSE,6068,29-12-2010,,15-2-2016,20-2-2016,,,,,,,,,,16-8-2013,2 RUE SADI CARNOT,BARBEZIEUX ST HILAIRE,,16300,,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","08:45 - 12:15,00:00 - 00:00","07:30 - 12:30,00:00 - 00:00","07:30 - 12:30,13:30 - 19:00","07:30 - 12:30,13:30 - 19:00","07:30 - 12:30,13:30 - 19:00","07:30 - 12:30,13:30 - 19:00","07:30 - 12:30,13:30 - 19:00",,"45,473965","-0,1513729",Y,01-MAR-16 10.47.59.284835000 AM,F8BB9D474E87AD5806ECFD7D95DCC1B7,
,FRMRS,98752,ROSE ET COMPAGNIE,7226,2-7-2015,,,,,,,,,,26-12-2015,,,,21 BD EMILE COMBES,RENNES,,35000,,,QUARTIER CLEMENCEAU,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","09:00 - 13:30,14:30 - 18:00","10:00 - 13:30,14:30 - 19:30","10:00 - 13:30,14:30 - 19:30","10:00 - 13:30,14:30 - 19:30","10:00 - 13:30,14:30 - 19:30","10:00 - 13:30,14:30 - 20:00","09:30 - 13:30,14:30 - 20:00",,"48,0934738","-1,6699433",Y,01-MAR-16 10.47.59.284835000 AM,0EB9AADB477AB590DEC44A8293D3B64C,
,FRMRS,98779,BIER MARKET,7196,28-9-2015,,,,,,,,,,5-5-2016,1-1-2016,2-1-2016,,8 BOULEVARD PIERRE KOENIG,NANTES,,44100,,,PONT DE CHEVIRE,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","10:00 - 12:00,14:30 - 20:30","10:00 - 12:00,14:30 - 20:30","10:00 - 12:00,14:30 - 20:30","10:00 - 12:00,14:30 - 20:30","10:00 - 12:00,14:30 - 20:30","10:00 - 12:00,14:30 - 20:30",,"47,1976587","-1,6081234",Y,01-MAR-16 10.47.59.284835000 AM,8198C40936824E87E10E647B15806EA9,
,FRMRS,98795,CARREFOUR CONTACT,7196,7-6-2010,,,,,,,,,,25-12-2015,1-1-2016,,16-8-2013,5 PLACE LEDESMA,SOULLANS,,85300,,,CENTRE BOURG,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","09:00 - 13:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00",,"46,7957","-1,898055",Y,01-MAR-16 10.47.59.284835000 AM,2FF7B7E91E66EA45F795629DDCC727D7,
,FRMRS,98809,LIBRAIRIE DES PONTS,7196,25-11-2003,,,,,,,,,,23-5-2015,,,16-8-2013,27 AVENUE DU GENERAL DE GAULLE,SAUMUR,,49400,,,QUARTIER LES PONTS,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","07:45 - 12:30,15:00 - 19:00","07:45 - 12:30,15:00 - 19:00","07:45 - 12:30,15:00 - 19:00","07:45 - 12:30,15:00 - 19:00","07:45 - 12:30,15:00 - 19:00","08:00 - 12:30,00:00 - 00:00",,"47,264248","-0,0732569",Y,01-MAR-16 10.47.59.284835000 AM,234FE4D4C05C83F9D7C06F9D9155AD17,(LES PONTS)
,FRMRS,98825,TABAC PRESSE ALBIGNY,2216,4-10-2010,,,,,,,,,,24-12-2015,26-12-2015,3-11-2015,,7 RUE CENTRALE,ANNECY LE VIEUX,,74940,,,QUARTIER ALBIGNY,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","07:00 - 12:00,15:00 - 19:00","07:00 - 12:00,15:00 - 19:00","07:00 - 12:00,15:00 - 19:00","07:00 - 12:00,15:00 - 19:00","07:00 - 12:00,15:00 - 19:00","07:00 - 12:00,15:00 - 19:00",,"45,906277","6,145468",Y,01-MAR-16 10.47.59.284835000 AM,5571D0E6A77B7164E548ECD9CA99AD39,
,FRMRS,98833,LE FIL MAGIQUE PRET A PORTER,2216,19-3-2005,,,,,,,,,,31-12-2015,2-1-2016,3-1-2015,16-8-2013,719 GRDE RUE SALVADOR ALLENDE,PASSY,,74190,,,RUE COMMERCANTE CHEDDE,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:00 - 12:00,14:30 - 19:00","09:00 - 12:00,14:30 - 19:00","09:00 - 12:00,14:30 - 19:00","09:00 - 12:00,14:30 - 19:00","09:00 - 12:00,14:30 - 19:00",,"45,921032","6,7136445",Y,01-MAR-16 10.47.59.284835000 AM,0831A088AABD666A965380B48A064CB7,COMMUNE DE CHEDDE (MERCERIE)
,FRMRS,98841,PRESSING HOTEL DE VILLE,6068,22-11-2003,,,,,,,,,,,,,16-8-2013,17 RUE ST SAUVEUR,BLAYE,,33390,,,DERRIERE LA MAIRIE,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,14:30 - 19:00","09:00 - 12:00,14:30 - 19:00","09:00 - 12:00,14:30 - 19:00","09:00 - 12:00,14:30 - 19:00","09:00 - 12:00,14:30 - 19:00","10:30 - 12:00,00:00 - 00:00",,"45,12661","-0,662959",Y,01-MAR-16 10.47.59.284835000 AM,74C482D8AF283083B96F03D525F9ED5F,
,FRMRS,98876,ITAL BAINS,2658,6-6-2014,,6-3-2016,19-3-2016,,,,,,,5-3-2016,,,,PROVENCE,MAILLANE,,13910,,,,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","09:00 - 12:00,00:00 - 00:00","09:00 - 12:00,00:00 - 00:00","09:00 - 12:00,00:00 - 00:00","09:00 - 12:00,00:00 - 00:00","09:00 - 12:00,00:00 - 00:00","09:00 - 12:00,00:00 - 00:00",,"43,830832","4,7863573",Y,01-MAR-16 10.47.59.284835000 AM,DD2AF24FFE518313718FA733209C024A,
,FRMRS,98906,L'ACROPOLE,6777,31-3-2016,,,,,,,,,,,,,,11 PLACE DU GENERAL DE GAULLE,MONTBELIARD,,25200,,,FACE GARE DE MONTBELIARD,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","07:30 - 18:00,00:00 - 00:00",,"47,5104036","6,8009448",Y,01-MAR-16 10.47.59.284835000 AM,F7CA086EEB48A4AB8D5B39400584F716,
,FRMRS,98914,TATI ST ELISABETH,2542,6-10-2015,,,,,,,,,,,,,,172 RUE DE TEMPLE,PARIS,,75003,,,,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 18:30,00:00 - 00:00",,"48,8664948","2,3620073",Y,01-MAR-16 10.47.59.284835000 AM,4A5D99C1E24B5BD9DF92F5A875E1DE46,
,FRMRS,98957,LA MINAUDERIE FOLIFLOR,6629,1-12-2003,,19-12-2015,2-1-2016,,,,,,,31-3-2015,,,16-8-2013,16 RUE H PETERS,MARQUETTE,,59520,,,PROCHE EGLISE DU CENTRE,"Sun,Tue,Wed,Thu,Fri,Sat","09:15 - 13:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:15 - 12:30,14:15 - 19:00","09:15 - 12:30,14:15 - 19:00","09:15 - 12:30,14:15 - 19:00","09:15 - 12:30,14:15 - 19:00","09:15 - 12:30,14:15 - 19:00",,"50,6761","3,0657358",Y,01-MAR-16 10.47.59.284835000 AM,9E1C2D91E06FB432A309083B3458E4BF,
,FRMRS,98965,PEGASE INFORMATIQUE,6629,26-2-2017,,,,,,,,,,,,,,110 RUE DE L'ABBE COUSIN,VILLENEUVE D'ASCQ,,59650,,,,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","09:00 - 12:00,14:00 - 18:00","09:00 - 12:00,14:00 - 18:00","09:00 - 12:00,14:00 - 18:00","09:00 - 12:00,14:00 - 18:00","09:00 - 12:00,14:00 - 18:00","09:00 - 12:00,14:00 - 17:30",,"50,6138746","3,1627407",Y,01-MAR-16 10.47.59.284835000 AM,F2C8F2F990EBAC6A95AE3A08A84ECCDC,
,FRMRS,98981,FLEURISTE - FLORALIA,7293,7-1-2004,,,,,,,,,,5-2-2016,26-12-2013,22-8-2013,29-8-2013,68 RUE ROGER GODARD,FLIXECOURT,,80420,,,RUE PRINCIPALE,"Sun,Tue,Wed,Thu,Fri,Sat","09:00 - 13:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:30 - 19:00,00:00 - 00:00","09:30 - 19:00,00:00 - 00:00","09:30 - 19:00,00:00 - 00:00","09:30 - 19:00,00:00 - 00:00","09:30 - 19:00,00:00 - 00:00",,"50,013454","2,08192",Y,01-MAR-16 10.47.59.284835000 AM,4DECB054F2161548ACA31D65CF3DA9A6,
,FRMRS,99007,LES PIAFS,6882,22-7-2009,,16-2-2016,23-2-2016,,,,,,,24-12-2015,25-12-2015,31-12-2015,1-1-2016,8 RUE DU PREAU,ERCUIS,,60530,,,RUE DU PREAU                   RUE PRINCIPALE,"Sun,Mon,Wed,Thu,Fri,Sat","08:00 - 13:00,00:00 - 00:00","06:30 - 13:00,16:00 - 20:00","00:00 - 00:00,00:00 - 00:00","06:30 - 13:00,16:00 - 20:00","06:30 - 13:00,16:00 - 20:00","06:30 - 20:00,00:00 - 00:00","07:00 - 20:00,00:00 - 00:00",,"49,233727","2,3038654",Y,01-MAR-16 10.47.59.284835000 AM,BD548C75B2E8A2D83489BC4F295977A3,
,FRMRS,99023,FLEURISTE ART ET VERDURE,7200,15-7-2014,,,,,,,,,,,,,,1 RUE DU FAUBOURG LARUE,MAINTENON,,28130,,,SUR LA GAUCHE AU FEU DIRECTION EPERNON,"Sun,Tue,Wed,Thu,Fri,Sat","09:00 - 12:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:00 - 12:00,15:00 - 19:00","09:00 - 12:00,15:00 - 19:00","09:00 - 12:00,15:00 - 19:00","09:00 - 12:00,15:00 - 19:00","09:00 - 12:00,15:00 - 19:00",,"48,5895309","1,5794079",Y,01-MAR-16 10.47.59.284835000 AM,BE0DFA885995265889FF52F24924F1E4,
,FRMRS,99040,LM PRET APORTER,6777,21-8-2014,,,,,,,,,,2-1-2016,,,,6 RUE DU GENERAL DE GAULLE,MAICHE,,25120,,,RUE PRINCIPALE FACE EGLISE,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 18:00",,"47,2516159","6,8000383",Y,01-MAR-16 10.47.59.284835000 AM,7247EE2A11B2ECBA2B12F0EB89CAC714,
,FRMRS,99074,TABAC PRESSE LOTO,6777,9-12-2003,,,,,,,,,,,,,16-8-2013,20 RUE JEAN DIDIER,MONTCEAU LES MINES,,71300,,,QUARTIER LA SAULE,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","07:30 - 12:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","07:30 - 12:30,15:00 - 19:00",,"46,65984","4,35176",Y,01-MAR-16 10.47.59.284835000 AM,AE2AF86BEE075644E1C796A5EC492CDF,
,FRMRS,99104,TATI LIMOGES,6378,30-6-2016,,,,,,,,,,,,,,1 RUE LEON SERPOLLET,LIMOGES,,87070,,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,14:30 - 19:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00",,"45,882381","1,286449",Y,01-MAR-16 10.47.59.284835000 AM,0E3B8DC4F623653848A3C2D15B2239DD,ZI NORD BP 2021
,FRMRS,99112,CAFE PMU,2216,6-5-2015,,,,,,,,,,,,,,3 PLACE DU MARCHE,TANINGES,,74440,,,,"Sun,Tue,Wed,Thu,Fri,Sat","08:00 - 19:30,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","07:30 - 19:30,00:00 - 00:00","07:30 - 19:30,00:00 - 00:00","07:30 - 19:30,00:00 - 00:00","07:30 - 19:30,00:00 - 00:00","08:00 - 19:30,00:00 - 00:00",,"46,1087996","6,5915464",Y,01-MAR-16 10.47.59.284835000 AM,63FE0A423B31E5F5861AD1F3143B79EE,
,FRMRS,99155,FIRST MOD,6483,25-2-2016,,30-12-2015,31-1-2016,,,,,,,,,,,4 RUE FRATERNITE,TOULON,,83000,,,,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:30 - 13:00,14:00 - 19:00","09:30 - 13:00,14:00 - 19:00","09:30 - 13:00,14:00 - 19:00","09:30 - 13:00,14:00 - 19:00","09:30 - 13:00,14:00 - 19:00",,"43,1202598","5,9330841",Y,01-MAR-16 10.47.59.284835000 AM,AC30BD7BED11DAF6F0ADE1FA19EF5207,
,FRMRS,99198,VERT DECO LA BOUTIQUE,2542,27-9-2008,,22-2-2016,28-2-2016,,,,,,,,,,,2 RUE ST ROCH,JOUY EN JOSAS,,78350,,,A 5 M DE L EGLISE              FLEURISTE INTERFLORA,"Sun,Tue,Wed,Thu,Fri,Sat","09:30 - 13:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:30 - 13:00,15:30 - 19:30","09:30 - 13:00,15:30 - 19:30","09:30 - 13:00,15:30 - 19:30","09:30 - 13:00,15:30 - 19:30","09:30 - 13:00,15:30 - 19:30",,"48,763046","2,1686199",Y,01-MAR-16 10.47.59.284835000 AM,F29AE9F26CA660621421B0C4BF0E692C,FLEURISTE INTERFLORA
,FRMRS,99201,PRESSING PRESS'ALLIANCE BRIAND,7439,12-12-2003,,,,,,,,,,6-5-2016,2-1-2016,12-10-2015,13-10-2015,157 AVENUE ARISTIDE BRIAND,MONTAUBAN,,82000,,,QUARTIER VILLE BOURBON,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,13:30 - 16:30","08:30 - 12:00,14:00 - 18:30","08:30 - 12:00,00:00 - 00:00","08:30 - 12:00,14:00 - 18:30","08:30 - 12:00,14:00 - 18:30","08:30 - 12:00,00:00 - 00:00",,"44,016727","1,3472561",Y,01-MAR-16 10.47.59.284835000 AM,6F5101721F06E834E1424D82F3BC3AF8,
,FRMRS,99244,SACS IDEAL,9300,16-12-2003,,17-2-2016,20-2-2016,25-2-2016,25-3-2016,,,,,,,,16-8-2013,6 BIS BOULEVARD GALLIENI,AULNAY SOUS BOIS,,93600,,,EN FACE DE LA GARE             PLACE DE LA GARE,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","09:30 - 13:00,00:00 - 00:00","14:30 - 19:30,00:00 - 00:00","09:30 - 13:00,14:30 - 19:20","09:30 - 13:00,14:30 - 19:20","09:30 - 13:00,14:30 - 19:20","09:30 - 13:00,14:30 - 19:20","09:30 - 13:00,14:30 - 19:20",,"48,931313","2,4947631",Y,01-MAR-16 10.47.59.284835000 AM,8D50E7A394B5B4B7930BA6E357CCC729,
,FRMRS,99252,AU COIN DES GOURMETS,2542,7-10-2011,,31-12-2015,3-1-2016,,,,,,,,,,,5 RUE DES COUDRAYES,ORPHIN,,78125,,,AU COEUR DU VILLAGE,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","09:30 - 15:00,00:00 - 00:00","09:30 - 15:00,00:00 - 00:00","09:30 - 15:00,00:00 - 00:00","09:30 - 15:00,00:00 - 00:00","09:30 - 15:00,00:00 - 00:00","17:30 - 21:00,00:00 - 00:00","10:00 - 14:00,00:00 - 00:00",,"48,578247","1,7818861",Y,01-MAR-16 10.47.59.284835000 AM,A1E434E8742624F0414D0D4DBFD6A08C,
,FRMRS,99279,ACCESSOIRES MENAGERS SERVICE,2216,6-1-2004,,,,,,,,,,26-12-2015,2-1-2016,,16-8-2013,25 AVENUE JEAN JAURES,ALBERTVILLE,,73200,,,SECTEUR GARE,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,14:00 - 18:30","08:30 - 12:00,14:00 - 18:30","08:30 - 12:00,14:00 - 18:30","08:30 - 12:00,14:00 - 18:30","08:30 - 12:00,14:00 - 18:30","08:30 - 12:00,14:00 - 18:30",,"45,67143","6,38665",Y,01-MAR-16 10.47.59.284835000 AM,0B81CB58CD3FA6E9F8FD7193611355A1,
,FRMRS,99287,NOBLESSA,3018,18-11-2015,,,,,,,,,,,,,,241 ALLEE DE LA LAVANDE,LA VALETTE DU VAR,,83160,,,,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","09:30 - 19:30,00:00 - 00:00","09:30 - 19:30,00:00 - 00:00","09:30 - 19:30,00:00 - 00:00","09:30 - 19:30,00:00 - 00:00","09:30 - 19:30,00:00 - 00:00","09:30 - 19:30,00:00 - 00:00",,"43,1356855","6,0034459",Y,01-MAR-16 10.47.59.284835000 AM,0E54201FE00D649722FBFD08D630CB4C,LOT PARC STE CLAIRE
,FRMRS,99309,PRESSING DU CENTRE,7374,15-12-2003,,,,,,,,,,25-3-2016,,,26-12-2016,34 RUE CHARLES DE GAULLE,REMIREMONT,,88200,,,FACE MAGASIN CASINO,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","08:00 - 12:00,14:00 - 19:00","08:00 - 12:00,14:00 - 19:00","08:00 - 12:00,14:00 - 19:00","08:00 - 12:00,14:00 - 19:00","08:00 - 12:00,14:00 - 18:00",,"48,052208","6,5817394",Y,01-MAR-16 10.47.59.284835000 AM,470C24393BD158D4AADCA7D8647DCEE9,
,FRMRS,99317,TATI COIGNIERES,6882,14-10-2015,,,,,,,,,,,,,,5 BD DES ARPENTS,COIGNIERES,,78310,,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00","10:00 - 19:00,00:00 - 00:00",,"48,7587051","1,9331902",Y,01-MAR-16 10.47.59.284835000 AM,7DE2051E345A634A41873D3D8D3B12D1,
,FRMRS,99325,TOUTE LA PRESSE,7293,25-9-2010,,,,,,,,,,9-11-2013,25-7-2015,,16-8-2013,"15, RUE MARCEL HOLLEVILLE",MERS-LES-BAINS,,80350,,,FACE AU GRAND PARKING DU       CENTRE VILLE/A COTE 2 LA POSTE,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","06:30 - 12:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00",,"50,066437","1,3853408",Y,01-MAR-16 10.47.59.284835000 AM,4C319CEFFA675CBC522BA11797378D2D,
